cui	disease_name
C4693542	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 8
C4693546	NEURODEVELOPMENTAL DISORDER WITH POOR LANGUAGE AND LOSS OF HAND SKILLS
C4693550	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 59
C4693552	ERYTHROCYTOSIS, FAMILIAL, 5
C4693556	DIAMOND-BLACKFAN ANEMIA-LIKE
C4693567	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, CATARACTS, AND RENAL ABNORMALITIES
C4693572	MICROCEPHALY 20, PRIMARY, AUTOSOMAL RECESSIVE
C4693578	HYPOTONIA, ATAXIA, DEVELOPMENTAL DELAY, AND TOOTH ENAMEL DEFECT SYNDROME
C4693609	AMYOTROPHIC LATERAL SCLEROSIS, SUSCEPTIBILITY TO, 25
C4693660	KERATOCONUS 9
C4693672	SPINOCEREBELLAR ATAXIA 47
C4693722	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36
C4693733	LEUKODYSTROPHY, HYPOMYELINATING, 15
C4693741	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 6
C4693784	SPERMATOGENIC FAILURE 27
C4693834	MICROCEPHALY 22, PRIMARY, AUTOSOMAL RECESSIVE
C4693843	MICROCEPHALY 23, PRIMARY, AUTOSOMAL RECESSIVE
C4693863	TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 2
C4693912	LEUKODYSTROPHY, HYPOMYELINATING, 17
C4693933	HYPEREKPLEXIA 4
C4693934	EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 3
C4706555	Hypermethioninemia encephalopathy due to deficiency of adenosine kinase
C4707155	Autosomal recessive myogenic arthrogryposis multiplex congenita
C4707243	Familial thoracic aortic aneurysm and aortic dissection
C4708498	PURA syndrome
C4721414	Mantle cell lymphoma
C4721531	HYPER-IgE RECURRENT INFECTION SYNDROME 1, AUTOSOMAL DOMINANT
C4721532	Lymphoma, Non-Hodgkin, Familial
C4721541	PEROXISOME BIOGENESIS DISORDER 1A (ZELLWEGER)
C4721610	Carcinoma, Ovarian Epithelial
C4721769	Citrullinemia Type 1
C4721806	Skin Basal Cell Carcinoma
C4721885	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL DOMINANT 1
C4721887	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL DOMINANT, TYPE 2A2A
C4721916	Hereditary Motor-Sensory Neuropathy with Pyramidal Signs
C4722327	PROSTATE CANCER, HEREDITARY, 1
C4722419	Extrapulmonary Small Cell Carcinoma
C4722524	Blood Vessel Tumors
C4727580	Sinonasal Poorly Differentiated Carcinoma
C4745252	Endometrial Mixed Cell Adenocarcinoma
C4745261	Follicular Variant Thyroid Gland Papillary Carcinoma, Infiltrative Subtype
C4746575	ERYTHROLEUKEMIA, FAMILIAL, SUSCEPTIBILITY TO
C4746851	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1
C4747743	IMMUNODEFICIENCY 15B
C4747850	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 3
C4747922	PELGER-HUET ANOMALY WITH MILD SKELETAL ANOMALIES
C4747974	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2DD
C4748003	MENTAL RETARDATION, AUTOSOMAL DOMINANT 57
C4748032	NEURODEVELOPMENTAL DISORDER WITH CEREBELLAR ATROPHY AND WITH OR WITHOUT SEIZURES
C4748058	PONTOCEREBELLAR HYPOPLASIA, TYPE 1D
C4748084	OVARIAN DYSGENESIS 6
C4748120	SPINOCEREBELLAR ATAXIA 42, EARLY-ONSET, SEVERE, WITH NEURODEVELOPMENTAL DEFICITS
C4748152	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, DYSMORPHIC FACIES, AND T-CELL ABNORMALITIES
C4748158	SPINOCEREBELLAR ATAXIA 48
C4748192	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 64
C4748197	OSTEOPETROSIS, AUTOSOMAL DOMINANT 3
C4748263	OVARIAN DYSGENESIS 7
C4748269	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 5
C4748283	PERIPHERAL NEUROPATHY, AUTOSOMAL RECESSIVE, WITH OR WITHOUT IMPAIRED INTELLECTUAL DEVELOPMENT
C4748357	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 18
C4748387	EXTRAORAL HALITOSIS DUE TO METHANETHIOL OXIDASE DEFICIENCY
C4748428	INTELLECTUAL DEVELOPMENTAL DISORDER WITH MACROCEPHALY, SEIZURES, AND SPEECH DELAY
C4748442	JOUBERT SYNDROME 35
C4748536	RETINITIS PIGMENTOSA 83
C4748545	NEPHROTIC SYNDROME, TYPE 17
C4748549	NEPHROTIC SYNDROME, TYPE 18
C4748552	NEPHROTIC SYNDROME, TYPE 19
C4748555	MICROCEPHALY 24, PRIMARY, AUTOSOMAL RECESSIVE
C4748602	PERIVENTRICULAR NODULAR HETEROTOPIA 8
C4748608	NEUROPATHY, CONGENITAL HYPOMYELINATING, 3
C4748647	CARDIOMYOPATHY, DILATED, 2C
C4748658	INTELLECTUAL DEVELOPMENTAL DISORDER AND RETINITIS PIGMENTOSA
C4748670	CAPILLARY MALFORMATION-ARTERIOVENOUS MALFORMATION 2
C4748678	MYASTHENIC SYNDROME, CONGENITAL, 23, PRESYNAPTIC
C4748694	IMMUNODEFICIENCY 15A
C4748701	SNIJDERS BLOK-CAMPEAU SYNDROME
C4748715	BAKER-GORDON SYNDROME
C4748725	RETINITIS PIGMENTOSA 84
C4748737	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 2
C4748752	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 3
C4748754	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 5
C4748759	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 6
C4748760	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 7
C4748766	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 8
C4748767	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 9
C4748770	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 13
C4748796	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 22
C4748799	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 23
C4748803	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 24
C4748809	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 26
C4748838	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 31
C4748839	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 32
C4748840	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 33
C4748855	DEAFNESS, AUTOSOMAL RECESSIVE 112
C4748869	MIRROR MOVEMENTS 4
C4748872	ARTHROGRYPOSIS, CLEFT PALATE, CRANIOSYNOSTOSIS, AND IMPAIRED INTELLECTUAL DEVELOPMENT
C4748873	PONTOCEREBELLAR HYPOPLASIA, TYPE 12
C4748876	EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 3
C4748921	CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT 3
C4748924	Global developmental delay, lung cysts, overgrowth, Wilms tumor syndrome
C4748927	MEGA-CORPUS-CALLOSUM SYNDROME WITH CEREBELLAR HYPOPLASIA AND CORTICAL MALFORMATIONS
C4748934	NEURODEGENERATION, CHILDHOOD-ONSET, WITH CEREBELLAR ATROPHY
C4748978	VISUAL IMPAIRMENT AND PROGRESSIVE PHTHISIS BULBI
C4749014	NEURODEVELOPMENTAL DISORDER WITH IMPAIRED INTELLECTUAL DEVELOPMENT, HYPOTONIA, AND ATAXIA
C4749019	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 67
C4749023	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 70
C4749028	CILIARY DYSKINESIA, PRIMARY, 40
C4750718	Cyclin-dependent kinase-like 5 deficiency
C4751168	Pitt Hopkins-like syndrome
C4759774	Scapuloperoneal Myopathy, MYH7-Related
C4759928	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20
C4760578	FETAL AKINESIA DEFORMATION SEQUENCE 4
C4763390	Primary Vitreoretinal Diffuse Large B-Cell Lymphoma
C4763519	POLG-Related Spectrum Disorders
C5190631	Sodium channelopathy-related small fiber neuropathy
C5191050	Obesity due to SIM1 deficiency
C5191055	Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency
C5193005	GIST-PLUS SYNDROME
C5193016	CONGENITAL ARTHROGRYPOSIS WITH ANTERIOR HORN CELL DISEASE
C5193020	DIAMOND-BLACKFAN ANEMIA 18
C5193021	DIAMOND-BLACKFAN ANEMIA 19
C5193022	DIAMOND-BLACKFAN ANEMIA 20
C5193023	HYPOMAGNESEMIA, SEIZURES, AND MENTAL RETARDATION 2
C5193030	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 71
C5193034	MENKE-HENNEKAM SYNDROME 1
C5193035	MENKE-HENNEKAM SYNDROME 2
C5193036	INTRAUTERINE GROWTH RETARDATION, METAPHYSEAL DYSPLASIA, ADRENAL HYPOPLASIA CONGENITA, GENITAL ANOMALIES, AND IMMUNODEFICIENCY
C5193037	INFANTILE CATARACT, SKIN ABNORMALITIES, GLUTAMATE EXCESS, AND IMPAIRED INTELLECTUAL DEVELOPMENT
C5193044	GALLOWAY-MOWAT SYNDROME 7
C5193047	OOCYTE MATURATION DEFECT 6
C5193048	NEURODEVELOPMENTAL DISORDER AND LANGUAGE DELAY WITH OR WITHOUT STRUCTURAL BRAIN ABNORMALITIES
C5193051	CONE-ROD DYSTROPHY AND HEARING LOSS 2
C5193054	COFFIN-SIRIS SYNDROME 8
C5193073	SPONDYLOEPIMETAPHYSEAL DYSPLASIA WITH JOINT LAXITY, TYPE 3
C5193077	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 70
C5193080	GLOBAL DEVELOPMENTAL DELAY, PROGRESSIVE ATAXIA, AND ELEVATED GLUTAMINE
C5193082	CATARACT 48
C5193088	NEURODEVELOPMENTAL DISORDER WITH IMPAIRED SPEECH AND HYPERKINETIC MOVEMENTS
C5193089	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 9
C5193099	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 75
C5193100	SPASTIC ATAXIA 9, AUTOSOMAL RECESSIVE
C5193102	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT VARIABLE BRAIN ABNORMALITIES
C5193109	IMMUNODEFICIENCY 62
C5193110	KHAN-KHAN-KATSANIS SYNDROME
C5193112	PARAGANGLIOMAS 6
C5193113	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 76
C5193115	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SEVERE SPEECH AND AMBULATION DEFECTS
C5193116	PARAGANGLIOMAS 7
C5193117	BRAIN ABNORMALITIES, NEURODEGENERATION, AND DYSOSTEOSCLEROSIS
C5193121	ARTHROGRYPOSIS MULTIPLEX CONGENITA 3, MYOGENIC TYPE
C5193123	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY AND STRUCTURAL BRAIN ANOMALIES
C5193130	NOONAN SYNDROME 11
C5193131	HOLOPROSENCEPHALY 12 WITH OR WITHOUT PANCREATIC AGENESIS
C5193132	CEREBELLAR ATROPHY WITH SEIZURES AND VARIABLE DEVELOPMENTAL DELAY
C5193137	NEUROPATHY, HEREDITARY MOTOR AND SENSORY, TYPE VIC, WITH OPTIC ATROPHY
C5193138	O'DONNELL-LURIA-RODAN SYNDROME
C5193147	ICHTHYOTIC KERATODERMA, SPASTICITY, HYPOMYELINATION, AND DYSMORPHIC FACIAL FEATURES
C5200982	Grade III Prostatic Intraepithelial Neoplasia
C5203300	HYPOPIGMENTATION, ORGANOMEGALY, AND DELAYED MYELINATION AND DEVELOPMENT
C5203349	MYOPATHY, DISTAL, 6, ADULT-ONSET, AUTOSOMAL DOMINANT
C5203411	NEUTROPENIA, SEVERE CONGENITAL, 8, AUTOSOMAL DOMINANT
C5204605	CALFAN Syndrome
C5205726	Intraductal Prostate Carcinoma
C5206868	Testicular Signet Ring Stromal Tumor
C5230922	Acral nevus
C5230925	Mucosal nodular melanoma
C5231395	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 8
C5231400	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 61
C5231403	TRICHOTHIODYSTROPHY 7, NONPHOTOSENSITIVE
C5231404	NEURODEVELOPMENTAL DISORDER WITH VISUAL DEFECTS AND BRAIN ANOMALIES
C5231422	SPASTIC TETRAPLEGIA AND AXIAL HYPOTONIA, PROGRESSIVE
C5231425	PONTOCEREBELLAR HYPOPLASIA, TYPE 13
C5231426	INTELLECTUAL DEVELOPMENTAL DISORDER WITH NASAL SPEECH, DYSMORPHIC FACIES, AND VARIABLE SKELETAL ANOMALIES
C5231428	RETINITIS PIGMENTOSA 86
C5231429	WEISS-KRUSZKA SYNDROME
C5231433	Rothmund Thomson syndrome type 1
C5231437	INFANTILE LIVER FAILURE SYNDROME 3
C5231442	NEURODEVELOPMENTAL DISORDER WITH SPASTIC QUADRIPLEGIA, OPTIC ATROPHY, SEIZURES, AND STRUCTURAL BRAIN ANOMALIES
C5231443	NEUROOCULOCARDIOGENITOURINARY SYNDROME
C5231444	INTELLECTUAL DEVELOPMENTAL DISORDER WITH IMPAIRED LANGUAGE AND DYSMORPHIC FACIES
C5231445	MYOPATHY, CONGENITAL, WITH STRUCTURED CORES AND Z-LINE ABNORMALITIES
C5231450	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 81
C5231452	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 72
C5231454	HYDROCEPHALUS, CONGENITAL COMMUNICATING, 1
C5231456	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, AUTISM, AND DYSMORPHIC FACIES
C5231459	PANCREATIC CANCER, SUSCEPTIBILITY TO, 5
C5231469	NEURODEVELOPMENTAL DISORDER WITH ABSENT LANGUAGE AND VARIABLE SEIZURES
C5231471	NEURODEVELOPMENTAL DISORDER WITH BEHAVIORAL ABNORMALITIES, ABSENT SPEECH, AND HYPOTONIA
C5231473	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 82
C5231478	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, ISIDOR-TOUTAIN TYPE
C5231481	NEURODEVELOPMENTAL DISORDER WITH BRAIN ANOMALIES AND WITH OR WITHOUT VERTEBRAL OR CARDIAC ANOMALIES
C5231482	POIRIER-BIENVENU NEURODEVELOPMENTAL SYNDROME
C5231483	NEUROMUSCULAR OCULOAUDITORY SYNDROME
C5231486	PACHYGYRIA, MICROCEPHALY, DEVELOPMENTAL DELAY, AND DYSMORPHIC FACIES, WITH OR WITHOUT SEIZURES
C5231489	INTELLECTUAL DEVELOPMENTAL DISORDER WITH HYPOTONIA AND BEHAVIORAL ABNORMALITIES
C5231494	ARTHROGRYPOSIS MULTIPLEX CONGENITA 4, NEUROGENIC, WITH AGENESIS OF THE CORPUS CALLOSUM
C5231495	CORNEAL DYSTROPHY, MEESMANN, 2
C5231497	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 60, WITH SEIZURES
C5231498	NEPHROTIC SYNDROME, TYPE 21
C5231530	COLORECTAL CANCER WITH CHROMOSOMAL INSTABILITY, SOMATIC
C5231558	HYPOALPHALIPOPROTEINEMIA, PRIMARY, 1
C5237034	Solid Pseudopapillary Neoplasm of the Ovary
C5419874	Pancreatic Invasive Micropapillary Adenocarcinoma
C5421221	Salivary Gland Small Cell Neuroendocrine Carcinoma
C5421225	Gastric Pyloric Gland Adenoma
