#DiseaseName	SourceName	ConceptID	SourceID	DiseaseMIM	LastModified	Category
Nyctalopia	Human Phenotype Ontology	C0028077	HP:0000662		16 Feb 2016	Disease
Nystagmus	Human Phenotype Ontology	C0028738	HP:0000639		16 Feb 2016	Finding
Nystagmus 2, congenital, autosomal dominant	MONDO	C1834079	MONDO:0008106	164100	07 Jun 2021	Disease
Nystagmus 3, congenital, autosomal dominant	MONDO	C1842186	MONDO:0012015	608345	07 Jun 2021	Disease
Nystagmus 4, congenital, autosomal dominant	MONDO	C1860433	MONDO:0008654	193003	07 Jun 2021	Disease
Nystagmus 5, congenital, X-linked	MONDO	C1845116	MONDO:0010369	300589	16 Feb 2016	Disease
Nystagmus 6, congenital, X-linked	MONDO	C3151752	MONDO:0010435	300814	16 Feb 2016	Disease
Nystagmus 7, congenital, autosomal dominant	MONDO	C3553801	MONDO:0013903	614826	16 Feb 2016	Disease
nystagmus and other irregular eye movements		C0339666			14 Mar 2019	Finding
Nystagmus, congenital, autosomal recessive	MONDO	C3151571	MONDO:0009762	257400	22 Apr 2020	Disease
Nystagmus, hereditary vertical	MONDO	C1834078	MONDO:0008107	164150	16 Feb 2016	Disease
Nystagmus, myoclonic	MONDO	C1839579	MONDO:0010694	310800	16 Feb 2016	Disease
Nystagmus, voluntary	NCBI curation	C0339667		164170	16 Feb 2016	Disease
Nystagmus-induced head nodding	Human Phenotype Ontology	C4025788	HP:0001361		16 Feb 2016	Finding
Nystatin response		CN298434			23 Jun 2021	Pharmacological response
O Donnell Pappas syndrome					16 Feb 2016	Disease
O'Donnell-Luria-Rodan syndrome	MONDO	C5193138	MONDO:0032793	618512	15 Oct 2020	Disease
O'nyong'nyong fever	MONDO	C0276286	MONDO:0000342		04 Jun 2020	Infectious disease
O'Sullivan-McLeod syndrome	MONDO	C2721741	MONDO:0020559		17 Apr 2020	Disease
Obesity	NCBI curation	C0028754		601665	16 Feb 2016	Disease
OBESITY (BMIQ14), SUSCEPTIBILITY TO					16 Feb 2016	Disease
OBESITY (BMIQ17), SUSCEPTIBILITY TO					16 Feb 2016	Disease
Obesity due to congenital leptin resistance	MONDO	CN226746	MONDO:0015825		17 Apr 2020	Disease
Obesity due to melanocortin 4 receptor deficiency	MONDO	C4273958	MONDO:0019115		17 Apr 2020	Disease
Obesity due to SIM1 deficiency	MONDO	C5191050	MONDO:0018244		17 Apr 2020	Disease
Obesity, age at onset of	NCBI curation	C4016925			16 Feb 2016	Disease
Obesity, association with	NCBI curation	C4016383			16 Feb 2016	Disease
Obesity, autosomal dominant		CN233047			16 Feb 2016	Disease
Obesity, early-onset, susceptibility to	NCBI curation	C4016341			28 Feb 2020	Disease
Obesity, hyperphagia, and developmental delay	MONDO	C3151303	MONDO:0013483	613886	16 Feb 2016	Disease
Obesity, late-onset	NCBI curation	C4016782			16 Feb 2016	Disease
Obesity, mild, early-onset	NCBI curation	C4016893			16 Feb 2016	Disease
Obesity, modifier of	NCBI curation				16 Feb 2016	Disease
OBESITY, RESISTANCE TO		C5193151			03 May 2019	Disease
Obesity, severe, and type II diabetes	NCBI curation	C4016768			26 Sep 2016	Disease
Obesity-colitis-hypothyroidism-cardiac hypertrophy-developmental delay syndrome	MONDO	C4302879	MONDO:0019506		17 Apr 2020	Disease
Obligate	Human Phenotype Ontology	C4477028	HP:0040280		02 Apr 2017	Finding
Oblique facial cleft	MONDO	CN226677	MONDO:0015415		17 Apr 2020	Disease
Obliteration of the calvarial diploe	Human Phenotype Ontology	C1860855	HP:0030312		16 Feb 2016	Finding
Obliteration of the pulp chamber	Human Phenotype Ontology	C4025057	HP:0006350		16 Feb 2016	Finding
Obsessive behavior					25 Aug 2021	Finding
obsessive traits					17 Jul 2020	Finding
Obsessive-compulsive behavior	Human Phenotype Ontology	C0600104	HP:0000722		16 Feb 2016	Finding
Obsessive-compulsive disorder	MONDO	C0028768	MONDO:0008114	164230	16 Feb 2016	Disease
Obsessive-compulsive disorder, susceptibility to	NCBI curation				16 Feb 2016	Disease
Obsessive-compulsive personality disorder	MONDO		MONDO:0001158		17 Apr 2020	Disease
Obsessive-compulsive trait	Human Phenotype Ontology	C1834433	HP:0008770		16 Feb 2016	Finding
Obstetric (adult onset)					13 Apr 2018	Finding
Obstetric (child onset)					13 Apr 2018	Finding
Obstruction of the superior vena cava	Human Phenotype Ontology	C1336532	HP:0031041		04 Apr 2018	Finding
Obstructive azoospermia	Human Phenotype Ontology	C4023106	HP:0011962		16 Feb 2016	Finding
Obstructive deficit on pulmonary function testing	Human Phenotype Ontology	C4280729	HP:0030877		02 Apr 2017	Finding
Obstructive jaundice	MONDO	C0022354	MONDO:0006874		17 Apr 2020	Disease
Obstructive lung disease	MONDO	C0600260	MONDO:0002267		16 Feb 2016	Finding
Obstructive lung disease	Human Phenotype Ontology	C0600260	HP:0006536		16 Feb 2016	Finding
Obstructive nephropathy	MONDO	C0149939	MONDO:0056796		17 Apr 2020	Disease
Obstructive shock	Human Phenotype Ontology	C3665783	HP:0031276		04 Apr 2018	Finding
Obstructive sleep apnea					27 Apr 2018	Finding
Obstructive sleep apnea syndrome	MONDO	C0520679	MONDO:0007147	107650	16 Feb 2016	Disease
Obtundation status	Human Phenotype Ontology	C4023511	HP:0011151		16 Feb 2016	Finding
Obtuse angle of mandible	Human Phenotype Ontology	C4038738	HP:0005446		16 Feb 2016	Finding
Occasional	Human Phenotype Ontology	C0521114	HP:0040283		02 Apr 2017	Finding
Occasional neurofibromas	Human Phenotype Ontology	C3810474	HP:0009595		16 Feb 2016	Finding
Occipital cortical atrophy	Human Phenotype Ontology	C4023040	HP:0012105		16 Feb 2016	Finding
Occipital encephalocele	Human Phenotype Ontology	C0014067	HP:0002085		16 Feb 2016	Disease
Occipital encephalocele	MONDO	C0014067	MONDO:0017080		16 Feb 2016	Disease
Occipital hair, white lock of	MONDO	C1839578	MONDO:0010695	310900	16 Feb 2016	Disease
Occipital lobe neoplasm	MONDO	C1263889	MONDO:0004709		17 Apr 2020	Disease
Occipital meningocele	Human Phenotype Ontology	C1848652	HP:0002436		16 Feb 2016	Finding
Occipital myelomeningocele	Human Phenotype Ontology	C4024912	HP:0007271		16 Feb 2016	Finding
Occipital neuralgia	Human Phenotype Ontology	C0007863	HP:0012318		16 Feb 2016	Finding
occipitalization of atlus					13 May 2019	Finding
Occlusion of gallbladder	MONDO	C0156214	MONDO:0004858		17 Apr 2020	Disease
Occlusion of tributary of retinal vein	MONDO		MONDO:0001733		17 Apr 2020	Disease
Occlusion precerebral artery	MONDO	C0265090	MONDO:0003718		17 Apr 2020	Disease
Occulocutaneous Albinism Type 1					12 Jan 2021	Finding
Occult macular dystrophy	Human Phenotype Ontology	C3150833	HP:0030636	613587	16 Feb 2016	Disease
Occult macular dystrophy	MONDO	C3150833	MONDO:0013316	613587	16 Feb 2016	Disease
Occult maculopathy					16 Sep 2020	Disease
Occult small cell lung carcinoma	MONDO	C1335099	MONDO:0003437		17 Apr 2020	Disease
Occupation-related stress disorder	MONDO	C0520683	MONDO:0005467		17 Apr 2020	Disease
Occupational allergic alveolitis	MONDO	CN229311	MONDO:0020537		17 Apr 2020	Disease
Occupational asthma	MONDO	C0264423	MONDO:0022742		17 Apr 2020	Disease
Occupational dermatitis	MONDO	C0028796	MONDO:0006589		17 Apr 2020	Disease
Occupational dystonia	NCBI curation	C1969807		611284	31 Aug 2021	Disease
Occupational lung disease	MONDO	C0264421	MONDO:0022736		17 Apr 2020	Disease
OCD, some symptoms					23 Jan 2020	Finding
Ochoa syndrome	MONDO	C0403555	MONDO:0000463		01 Feb 2020	Disease
Ochronosis disorder	MONDO	C0028817	MONDO:0001910		17 Apr 2020	Disease
Octreotide response		CN298435			23 Jun 2021	Pharmacological response
Ocular adnexal lymphoma	MONDO	C2981712	MONDO:0020646		17 Apr 2020	Disease
Ocular albinism	Human Phenotype Ontology	C0078917	HP:0001107		16 Feb 2016	Finding
Ocular albinism	MONDO	C0078917	MONDO:0017304		16 Feb 2016	Finding
Ocular albinism with late-onset sensorineural deafness	MONDO	C1845069	MONDO:0010390	300650	22 Apr 2020	Disease
Ocular albinism, type I	NCBI curation	C0342684		300500	16 Feb 2016	Disease
Ocular albinism, type II		C0268505		300600	16 Feb 2016	Disease
Ocular anomalies					23 Oct 2020	Finding
Ocular cancer	MONDO		MONDO:0002236		17 Apr 2020	Disease
Ocular cicatricial pemphigoid	MONDO	C1282359	MONDO:0008109	164185	16 Feb 2016	Disease
Ocular coloboma, autosomal recessive	NCBI curation	C4011974		216820	16 Feb 2016	Disease
Ocular coloboma-imperforate anus					16 Feb 2016	Disease
Ocular convergence spasm					16 Feb 2016	Disease
Ocular cystinosis	MONDO	C2931013	MONDO:0009064	219750	17 Apr 2020	Disease
Ocular dominance	MONDO	C0422883	MONDO:0008110	164190	16 Feb 2016	Disease
Ocular dyssynergia	Human Phenotype Ontology	C4023680	HP:0010868		16 Feb 2016	Finding
Ocular hemorrhage		CN232383			16 Feb 2016	Finding
Ocular hyperemia	MONDO	C0155169	MONDO:0001534		17 Apr 2020	Disease
Ocular hypertension	MONDO	C0028840	MONDO:0006875		17 Apr 2020	Disease
Ocular hypotension	MONDO	C0028841	MONDO:0004390		17 Apr 2020	Disease
Ocular impairment					06 Feb 2018	Disease
Ocular melanocytosis	Human Phenotype Ontology	C0025210	HP:0025534		04 Apr 2018	Finding
Ocular melanoma	MONDO	C0558356	MONDO:0006325		16 Feb 2016	Disease
Ocular melanoma with extraocular extension	MONDO	C0278869	MONDO:0006326		17 Apr 2020	Disease
Ocular motility disease	MONDO		MONDO:0001584		17 Apr 2020	Disease
Ocular muscular dystrophy					16 Feb 2016	Disease
Ocular myopathy with curare sensitivity	MONDO	C1850341	MONDO:0009765	257600	16 Feb 2016	Disease
Ocular onchocerciasis	MONDO	C0029002	MONDO:0005878		04 Jun 2020	Infectious disease
Ocular pain	Human Phenotype Ontology	C0151827	HP:0200026		16 Feb 2016	Finding
Ocular pemphigoid	MONDO	CN294281	MONDO:0020548		22 Jan 2021	Disease
Ocular sebaceous carcinoma	MONDO	C1709308	MONDO:0006327		17 Apr 2020	Disease
Ocular siderosis	MONDO	C0271001	MONDO:0001355		17 Apr 2020	Disease
Ocular toxoplasmosis	MONDO	C0040561	MONDO:0005879		16 Feb 2016	Infectious disease
Ocular tuberculosis	MONDO	C0041322	MONDO:0006876		04 Jun 2020	Infectious disease
Ocular vascular disease	MONDO		MONDO:0005552		17 Apr 2020	Disease
Oculo cerebral dysplasia					16 Feb 2016	Disease
Oculo cerebro acral syndrome					16 Feb 2016	Disease
Oculo cerebro osseous syndrome					16 Feb 2016	Disease
Oculo digital syndrome	MONDO	C2931063	MONDO:0022712		22 Jan 2021	Disease
Oculo tricho anal syndrome					16 Feb 2016	Disease
Oculo tricho dysplasia					16 Feb 2016	Disease
Oculo-auriculo-vertebral spectrum	MONDO	CN228938	MONDO:0015397		17 Apr 2020	Disease
Oculo-gastrointestinal muscular dystrophy					16 Feb 2016	Disease
Oculo-skeletal-renal syndrome	MONDO		MONDO:0017126		22 Apr 2020	Disease
Oculoauricular syndrome	MONDO	C2677500	MONDO:0012802	612109	16 Feb 2016	Disease
Oculoauriculofrontonasal syndrome	MONDO	C1832352	MONDO:0011082	601452	16 Feb 2016	Disease
Oculoauriculovertebral spectrum with radial defects	MONDO	C0220681	MONDO:0007712	141400	17 Apr 2020	Disease
Oculocerebral hypopigmentation syndrome of preus	NCBI curation	C2931646		257790	16 Feb 2016	Disease
Oculocerebral hypopigmentation syndrome type Preus					16 Feb 2016	Disease
Oculocerebrocutaneous syndrome	MONDO	C0796092	MONDO:0008108	164180	16 Feb 2016	Disease
Oculocerebrodental syndrome	MONDO	CN262992	MONDO:0034145		07 Jun 2020	Disease
Oculocutaneous albinism	MONDO	C0078918	MONDO:0018910		16 Feb 2016	Disease
Oculocutaneous albinism	OMIM phenotypic series	C0078918	PS203100		16 Feb 2016	Disease
oculocutaneous albinism optic nerve hypoplasia					05 Sep 2019	Finding
Oculocutaneous albinism type 1	MONDO	C0268494	MONDO:0018135		16 Feb 2016	Disease
Oculocutaneous albinism type 1, temperature sensitive	NCBI curation	C1847132			16 Feb 2016	Disease
Oculocutaneous albinism type 1B	MONDO	C1847024	MONDO:0011749	606952	16 Feb 2016	Disease
Oculocutaneous albinism type 3	MONDO	C0342683	MONDO:0008747	203290	10 Jun 2019	Disease
Oculocutaneous albinism type 4	MONDO	C1847836	MONDO:0011683	606574	16 Feb 2016	Disease
Oculocutaneous albinism type 6	MONDO	CN294136	MONDO:0018264		22 Jan 2021	Disease
Oculocutaneous albinism type 8	MONDO	C5436929	MONDO:0030899	619165	02 Sep 2021	Disease
Oculocutaneous Albinism Type 9		CN230080			16 Feb 2016	Disease
OCULOCUTANEOUS ALBINISM, TYPE II, MODIFIER OF		C1835054			16 Feb 2016	Disease
Oculocutaneous or ocular albinism	MONDO	CN261528	MONDO:0020275		17 Apr 2020	Disease
Oculodental syndrome, Rutherfurd type	MONDO	C0796140	MONDO:0008396	180900	17 Apr 2020	Disease
Oculodentodigital dysplasia	MONDO	C0812437	MONDO:0008111	164200	16 Feb 2016	Disease
Oculodentodigital dysplasia dominant					16 Feb 2016	Disease
Oculodentodigital dysplasia, autosomal recessive	MONDO	C2749477	MONDO:0009768	257850	16 Feb 2016	Disease
Oculodentoosseous dysplasia dominant					16 Feb 2016	Disease
Oculodentoosseous dysplasia recessive					16 Feb 2016	Disease
OCULOECTODERMAL SYNDROME, SOMATIC					03 Aug 2019	Disease
Oculofaciocardiodental syndrome	NCBI curation	C1846265		300166	16 Feb 2016	Disease
Oculogastrointestinal muscular dystrophy	MONDO	CN293824	MONDO:0010181		22 Jan 2021	Disease
OCULOGASTROINTESTINAL NEURODEVELOPMENTAL SYNDROME	OMIM	CN296590	619318	619318	09 May 2021	Disease
Oculoglandular tularemia	MONDO	C0152944	MONDO:0001665		04 Jun 2020	Infectious disease
Oculogyric crisis	Human Phenotype Ontology	C0085637	HP:0010553		16 Feb 2016	Finding
Oculogyric crisis	MONDO	C0085637	MONDO:0000483		16 Feb 2016	Finding
Oculomaxillofacial dysostosis	MONDO	C1838348	MONDO:0015824	600251	16 Feb 2016	Disease
Oculomotor apraxia	Human Phenotype Ontology	C3489733	HP:0000657		16 Feb 2016	Finding
Oculomotor apraxia - Cogan type	NCBI curation	C0543874		257550	15 Apr 2021	Disease
Oculomotor apraxia or related oculomotor disease	MONDO	CN207073	MONDO:0020258		17 Apr 2020	Disease
oculomotor disorders					01 Oct 2020	Finding
Oculomotor nerve cancer	MONDO	C0686417	MONDO:0002434		17 Apr 2020	Disease
Oculomotor nerve neoplasm	MONDO	C1263895	MONDO:0002435		17 Apr 2020	Disease
Oculomotor nerve palsy	Human Phenotype Ontology	C0028866	HP:0012246		16 Feb 2016	Finding
oculomotor problems					01 Oct 2020	Finding
Oculomotor-abducens synkinesis	MONDO	CN295793	MONDO:0030976	619215	07 Jun 2021	Disease
oculomotoric apraxia					19 Jul 2018	Finding
Oculootodental syndrome	MONDO	C2750325	MONDO:0020494		16 Feb 2016	Disease
Oculootoradial syndrome	NCBI curation	C1327918		147750	09 Jul 2021	Disease
Oculopalatocerebral syndrome	NCBI curation	C1850338		257910	16 Feb 2016	Disease
Oculopharyngeal muscular dystrophy	MONDO	C0270952	MONDO:0008116	164300	16 Feb 2016	Disease
Oculopharyngeal myopathy with leukoencephalopathy 1	MONDO	C5231436	MONDO:0032843	618637	22 Jan 2021	Disease
Oculopharyngodistal myopathy	NCBI curation	C5231388		164310	16 Feb 2016	Disease
Oculopharyngodistal myopathy 2	MONDO	C5394548	MONDO:0030134	618940	22 Jan 2021	Disease
OCULOPHARYNGODISTAL MYOPATHY 3	OMIM	CN300332	619473	619473	13 Aug 2021	Disease
Oculorenocerebellar syndrome	MONDO	C1850331	MONDO:0009772	257970	16 Feb 2016	Disease
OCULOSKELETODENTAL SYNDROME	OMIM	C5193101	618440	618440	23 May 2019	Disease
Oculotrichoanal syndrome	MONDO	C1855425	MONDO:0009560	248450	17 Apr 2020	Disease
Oculotrichodysplasia	MONDO	C1850332	MONDO:0009771	257960	16 Feb 2016	Disease
Odonto onycho dysplasia with alopecia					16 Feb 2016	Disease
Odonto-onycho dysplasia-alopecia syndrome	MONDO	CN202534	MONDO:0017134		17 Apr 2020	Disease
Odonto-onycho-dermal dysplasia	MONDO	C0796093	MONDO:0009773	257980	17 Apr 2020	Disease
Odontochondrodysplasia 2 with hearing loss and diabetes	MONDO	CN296332	MONDO:0031010	619269	07 Jun 2021	Disease
ODONTOCHONDRODYSPLASIA WITH HEARING LOSS AND DIABETES	NCBI curation				29 Apr 2021	Disease
Odontoclasia	MONDO	C0341004	MONDO:0001349		17 Apr 2020	Disease
Odontogenic cyst	MONDO	C0028879	MONDO:0006328		17 Apr 2020	Disease
Odontogenic keratocysts of the jaw	Human Phenotype Ontology	C1708604	HP:0010603		02 Apr 2017	Finding
Odontogenic myxoma					16 Feb 2016	Disease
Odontogenic neoplasm	MONDO	C0028880	MONDO:0021192		16 Feb 2016	Finding
Odontogenic neoplasm	Human Phenotype Ontology	C0028880	HP:0100612		16 Feb 2016	Finding
Odontohypophosphatasia	MONDO	C1840322	MONDO:0016607		16 Feb 2016	Disease
Odontoid hypoplasia	Human Phenotype Ontology	C1846439	HP:0003311	613628	17 Apr 2020	Disease
Odontoid hypoplasia	MONDO	C1846439	MONDO:0013333	613628	17 Apr 2020	Disease
Odontoleukodystrophy	MONDO	C3502054	MONDO:0019177		17 Apr 2020	Disease
Odontoma	Human Phenotype Ontology	C0028882	HP:0011068		16 Feb 2016	Disease
Odontoma	MONDO	C0028882	MONDO:0043251		16 Feb 2016	Disease
Odontomatosis-aortae esophagus stenosis syndrome	MONDO	C1834013	MONDO:0008118	164330	17 Apr 2020	Disease
Odontomicronychial dysplasia	MONDO	C1832473	MONDO:0011034	601319	16 Feb 2016	Disease
Odontotrichomelic syndrome	MONDO	CN293820	MONDO:0010111		22 Jan 2021	Disease
Odontotrichoungual-digital-palmar syndrome	NCBI curation	C1865998		601957	16 Feb 2016	Disease
Odor, male, women's choice of	NCBI curation	C1847745		606632	16 Feb 2016	Disease
OEIS complex	NCBI curation	C1850321		258040	06 Sep 2021	Disease
Oesophagostomiasis	MONDO	C0028887	MONDO:0005880		04 Jun 2020	Infectious disease
OFD1-related ciliopathy					13 Aug 2021	Disease
Often distended abdomen					23 Jan 2020	Finding
Ogilvie syndrome					16 Feb 2016	Disease
ogival palate					22 Aug 2019	Finding
OGT-related X-linked syndromic intellectual disability					21 Dec 2020	Disease
Oguchi disease	MONDO	C1306122	MONDO:0019152		21 Apr 2021	Disease
Oguchi disease 1	NCBI curation	C4551824		258100	21 Apr 2021	Disease
Oguchi disease 2	NCBI curation	C3150678		613411	16 Feb 2016	Disease
Ohdo syndrome and variants	MONDO		MONDO:0000734		17 Apr 2020	Disease
Ohdo syndrome, X-linked	NCBI curation	C3698541		300895	16 Feb 2016	Disease
Oi/eds combined syndrome	NCBI curation	C1852924			16 Feb 2016	Disease
Okamuto Satomura syndrome					16 Feb 2016	Disease
Okihiro syndrome due to 20q13 microdeletion	MONDO	CN202208	MONDO:0016863		17 Apr 2020	Disease
Okihiro syndrome due to a point mutation	MONDO	CN202209	MONDO:0016864		17 Apr 2020	Disease
Okt4 epitope deficiency	MONDO	C3151379	MONDO:0013497	613949	16 Feb 2016	Disease
Okur-chung neurodevelopmental syndrome	NCBI curation	C4310739		617062	24 Aug 2016	Disease
Olanzapine response		CN077985			16 Feb 2016	Pharmacological response
olanzapine response - Toxicity/ADR	PharmGKB	CN236611	655384971		18 May 2016	Pharmacological response
Olaparib response	NCBI curation	CN224080			16 Feb 2016	Pharmacological response
Old-aged sensorineural hearing impairment	Human Phenotype Ontology	C0033074	HP:0040113		16 Feb 2016	Finding
Olecranon bursitis	MONDO	C0263962	MONDO:0001557		17 Apr 2020	Disease
Olfactory auras	Human Phenotype Ontology	C0278191	HP:0011161		16 Feb 2016	Finding
Olfactory esthesioneuroblastoma	Human Phenotype Ontology	C0206717	HP:0030068		16 Feb 2016	Finding
Olfactory groove meningioma	MONDO	C1335107	MONDO:0004446		17 Apr 2020	Disease
Olfactory lobe agenesis	Human Phenotype Ontology	C1855331	HP:0001341		16 Feb 2016	Finding
Olfactory nerve disease	MONDO	C0751937	MONDO:0002727		17 Apr 2020	Disease
Olfactory nerve neoplasm	MONDO	C0346319	MONDO:0002722		17 Apr 2020	Disease
Oligoarthritis	Human Phenotype Ontology	C3892044	HP:0040313		04 Apr 2018	Finding
Oligoarticular juvenile idiopathic arthritis	MONDO	C3898105	MONDO:0019433		17 Apr 2020	Disease
Oligoarticular juvenile idiopathic arthritis with anti-nuclear antibodies	MONDO	CN201823	MONDO:0016615		17 Apr 2020	Disease
Oligoarticular juvenile idiopathic arthritis without anti-nuclear antibodies	MONDO	CN201824	MONDO:0016616		17 Apr 2020	Disease
Oligoastrocytic tumor	MONDO	CN294019	MONDO:0016701		22 Jan 2021	Disease
